Ano;Região;UF;Código do Município;Nome do Município;Código da Escola;Nome da Escola;Localização;Dependência Administrativa;Taxa de Abandono;Taxa de Abandono;Taxa de Abandono;Taxa de Abandono;Taxa de Abandono;Taxa de Abandono
2019;Sudeste;SP;3515004;Embu das Artes;35010121;EULALIA MALTA PROFESSORA;Urbana;Estadual;2,5;3,3;2,9;1,0;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35010133;MARIA AUXILIADORA;Urbana;Estadual;6,3;5,8;7,6;6,0;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35010145;IRIA KUNZ IRMA;Urbana;Estadual;1,1;1,7;0,9;0,9;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35010315;IRACEMA BELLO ORICCHIO DOUTORA;Urbana;Estadual;1,0;1,7;0,0;0,0;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35036419;APARECIDA FERREIRA DOURADO DE CARVALHO PROFESSORA;Urbana;Estadual;2,3;2,4;0,0;4,0;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35037114;TADAKIYO SAKAI;Urbana;Estadual;0,3;0,7;0,0;0,0;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35037540;JOAO MARTINS;Urbana;Estadual;1,3;0,0;1,1;2,9;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35037552;CARLOS KOCH DOUTOR;Urbana;Estadual;3,0;5,3;3,3;0,0;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35038581;ALEXANDRINA BASSITH;Urbana;Estadual;0,9;0,9;0,0;1,6;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35038600;JACQUES KLEIN;Urbana;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35040654;MARIA NELIDA SAMPAIO DE MELLO DONA;Urbana;Estadual;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35040666;ROSANA SUELI FUNARI PROFESSORA;Urbana;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35040678;RUBEM CARLOS LUDWIG GENERAL;Urbana;Estadual;2,1;5,0;0,0;0,0;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35040685;EDUARDO VAZ DOUTOR;Urbana;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35040691;ISABEL LUCCI DE OLIVEIRA PROFESSORA;Urbana;Estadual;0,2;0,6;0,0;0,0;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35044830;EDILA COUTINHO PORFIRIO PROFESSORA;Urbana;Estadual;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35044842;HUGO CAROTINI;Urbana;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35048422;JOANNA SPOSITO;Urbana;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35093026;JEQUITIBA EM;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35097354;PRIMAVERA EM;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35097366;JARDIM MARAJOARA EM;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35122245;PARQUE JANE II;Urbana;Estadual;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35141148;A CHAVE DO SABER ESCOLA;Urbana;Privada;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35141159;POLIS COLEGIO PG E PRE ESCOLA;Urbana;Privada;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35153953;IEDA PICON INSTITUTO;Urbana;Privada;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35167236;ESCOLA CONFESSIONAL SANTA CATARINA;Urbana;Privada;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35167241;AURELIO COLEGIO;Urbana;Privada;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35171931;IDEM INSTITUTO DE DESENVOVIMENTO EDUCACACIONAL METODOS;Urbana;Privada;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35188612;CURUMIM CENTRO EDUCACIONAL ESCOLA;Urbana;Privada;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35191279;NELSON ANTONIO DO NASCIMENTO JUNIOR PROFESSOR;Urbana;Estadual;1,4;0,0;3,5;0,0;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35196685;NOVA ARCA NUCLEO EDUCACIONAL;Urbana;Privada;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35197026;ARAUTOS DO EVANGELHO INTERNACIONAL COLEGIO;Urbana;Privada;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35197038;ALEM DAS LETRAS COLEGIO;Urbana;Privada;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35197048;ADVENTISTA DE EMBU DAS ARTES COLEGIO;Urbana;Privada;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35227663;JANAINA AGOSTINHO OLIVEIRA EM;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35227675;MAURO FERREIRA DA SILVA PROF EM;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35227687;MARIA JOSEFINA DE ALMEIDA CARVALHO AZTECA EM;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35227699;IODOQUE ROSA DR EM;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35227705;AMILTON SUGA GALLEGO PROF EM;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35227717;ANTONIA AUGUSTA DELPHINA MORAES PROFA EM;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35227729;ASTROGILDA DE ABREU SEVILHA PROFA EM;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35227730;JOSE RAMOS JORNALISTA EM;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35227742;VALDELICE APARECIDA MEDEIROS PRASS PROFA EM;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35227754;VILLA LOBOS EM;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35244612;HERMINIO ESPOSITO EM;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35244624;REYNALDO RAMOS SALDANHA DA GAMA PROF EM;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35244636;ELZA MAREIRO MEDINA PROFA EM;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35244648;JOSE SALVADOR JULIANELLI DEPUTADO EM;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35285560;PAULO FREIRE PROFESSOR EM;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35290464;TARSILA DO AMARAL COLEGIO;Urbana;Privada;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35366473;CRIANCA FELIZ ESCOLA;Urbana;Privada;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35435961;ROSA CIRELLI DOS SANTOS EM;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35444388;MARLENE APARECIDA MAIA OLBERG PROFESSORA;Urbana;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35446993;EMBU ETEC DE;Urbana;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35454308;COLIBRI ESCOLA;Urbana;Privada;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35469373;WALDORF GUAYI ESCOLA;Urbana;Privada;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35477321;PROFESSOR HENRIQUE COSTA;Urbana;Estadual;0,9;1,6;0,0;0,0;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35482511;ALEM DAS LETRAS EMBU COLEGIO;Urbana;Privada;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35560145;PRIMEIRA OPCAO ESCOLA;Urbana;Privada;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35566202;CHB EMBU N II;Urbana;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35583443;ESCOLA ADVENTISTA PIRAJUCARA;Urbana;Privada;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35802621;ALFA ESCOLA;Urbana;Privada;0,0;0,0;0,0;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35808830;FOCUS COLEGIO;Urbana;Privada;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35808842;PROGRESSO COLEGIO NUCLEO DESENVOLVIMENTO INFAN E FUNDAMENTAL;Urbana;Privada;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35811531;MONZA CENTRO EDUCACIONAL;Urbana;Privada;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35902100;HENRIQUE TEIXEIRA LOTT MARECHAL;Urbana;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35906475;PROFESSORA MIRNA ELISA BONAZZI;Urbana;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35908587;ODETE MARIA DE FREITAS;Urbana;Estadual;3,9;3,9;5,3;2,0;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35908605;ELI URIAS MUZEL PROFESSOR;Urbana;Estadual;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35908712;AMELIA DOS ANJOS OLIVEIRA;Urbana;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35910715;EDE WILSON GONZAGA PROFESSOR;Urbana;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35912578;PAULO AFONSO DE TOLEDO DUARTE PROFESSOR;Urbana;Estadual;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35919056;MARCIA APARECIDA DA SILVA FARIA RIES PROFESSORA;Urbana;Estadual;5,1;7,8;3,3;1,3;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35922304;MARIA CRISTINA MONTORA SIMOES PROFESSORA;Urbana;Estadual;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35923345;JARDIM DA LUZ;Urbana;Estadual;5,9;9,9;4,8;1,0;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35923758;JORGE AMADO ESCRITOR;Urbana;Estadual;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35923898;SARA SANCHES RUSSO PROFESSORA;Urbana;Estadual;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35924436;RODOLFO JOSE DA COSTA E SILVA;Urbana;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35925858;JARDIM MAGALI;Urbana;Estadual;--;--;--;--;--;--
2019;Sudeste;SP;3515004;Embu das Artes;35926012;PROFESSOR VIVALTER KERCHE DE CAMARGO;Urbana;Estadual;--;--;--;--;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35010273;MARIA ANDRE SCHUNCK DONA;Urbana;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35010285;PASCHOAL CARLOS MAGNO;Urbana;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35035403;ALEXANDRE RODRIGUES NOGUEIRA;Urbana;Estadual;7,3;9,7;8,6;4,5;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35040708;LEONICE DE AQUINO OLIVEIRA;Urbana;Estadual;1,7;3,1;1,4;0,0;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35044878;OLIVIA DE FARIA NOGUEIRA;Urbana;Estadual;1,7;0,0;1,5;3,8;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35046536;HELIO LUIZ DOBROCHINSKI PROF;Urbana;Estadual;--;--;--;--;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35046541;PEDRO VILLAS BOAS DE SOUZA DOM;Urbana;Estadual;--;--;--;--;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35049086;JOAQUIM MENDES FELIZ;Urbana;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35075152;MADALENA BRANCA DOS SANTOS ESCOLA MUNICIPAL;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35075164;CLARA RODRIGUES ESCOLA MUNICIPAL;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35121551;NOGUEIRA E SONHO DE CRIANCA COLEGIO;Urbana;Privada;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35125349;ARCO IRIS EVOLUCAO COLEGIO;Urbana;Privada;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35132688;RECANTO BETANIA CENTRO EDUCACIONAL;Rural;Privada;--;--;--;--;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35137741;COLEGIO FRANCISCANO SANTA CLARA;Rural;Privada;--;--;--;--;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35144770;UNIAO ESCOLA DE ENSINO BASICO;Urbana;Privada;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35206805;ETELVINA DELFIM SIMOES EM;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35247236;JOAO GAVA ESCOLA MUNICIPAL;Rural;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35277836;ALFREDO SCHUNK ESCOLA MUNICIPAL;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35277848;AMANDA CONSUELO DA CUNHA ESCOLA MUNICIPAL;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35277859;ESCOLA MUNICIPAL PEDRO ANTONIO DE ALMEIDA;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35277861;JUVENAL COUTINHO ESCOLA MUNICIPAL;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35285754;ESCOLA MUNICIPAL JOAO ALVES;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35288081;ANTONIO LUCAS VIEIRA ESCOLA MUNICIPAL;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35301413;ESCOLA MUNICIPAL BAIRRO LAGOA GRANDE;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35405413;EURIDES JOSE AMORIM ESCOLA MUNICIPAL;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35429168;JOAO FRIAZA COLEGIO;Urbana;Privada;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35466232;JOAO PAULO II ESCOLA;Urbana;Privada;0,0;0,0;0,0;--;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35659137;CECILIA CRISTINA DE OLIVEIRA RODRIGUES ESCOLA MUNICIPAL;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35664200;ESCOLA MUNICIPAL PAIOL VELHO;Rural;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35664224;ESCOLA MUNICIPAL MARIA IGNEZ CONCELLES IRMA INES;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35902160;LORIS NASSIF MATTAR PROFA;Urbana;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35904181;MARIO FRANCISCO DE AMORIM;Urbana;Estadual;1,0;0,0;3,5;0,0;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35904193;JOAO ORTIZ RODRIGUES;Urbana;Estadual;--;--;--;--;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35912402;FRANCISCO DE PAULA TEIXEIRA;Urbana;Estadual;--;--;--;--;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35914782;DONIZETTI APARECIDO LEITE PROFESSOR;Urbana;Estadual;3,2;3,4;4,1;2,5;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35914848;LEVI PEREIRA MARTINS PROFESSOR;Urbana;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35917084;LUIZ SCHUNCK;Urbana;Estadual;--;--;--;--;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35918672;BAIRRO BOA VISTA;Urbana;Estadual;--;--;--;--;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35918817;NEIDE CELESTINA DE OLIVEIRA PROFA;Urbana;Estadual;--;--;--;--;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35918830;JARDIM CAMPESTRE;Urbana;Estadual;--;--;--;--;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35919007;CHACARA FLORIDA II;Urbana;Estadual;--;--;--;--;--;--
2019;Sudeste;SP;3515103;Embu-Guaçu;35920058;JARDIM SILVANIA;Urbana;Estadual;--;--;--;--;--;--
2019;Sudeste;SP;3515129;Emilianópolis;35032815;HEMILSON CARLOS MAGRINI PROFESSOR;Urbana;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515129;Emilianópolis;35240254;HILDA FIORESE DORNELAS PROFA EMEF;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515152;Engenheiro Coelho;35004770;EMEIEF MARIZA FRANCO DE OLIVEIRA PAES;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515152;Engenheiro Coelho;35019938;ANTONIO ALVES CAVALHEIRO;Urbana;Estadual;3,8;6,6;1,8;2,1;--;--
2019;Sudeste;SP;3515152;Engenheiro Coelho;35060422;ODECIO FORNER EMEIEF;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515152;Engenheiro Coelho;35139968;ADVENTISTA UNASP COLEGIO;Rural;Privada;1,0;2,2;1,0;0,0;--;--
2019;Sudeste;SP;3515152;Engenheiro Coelho;35241519;ELIZA FRANCO DE OLIVEIRA EMEF;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515152;Engenheiro Coelho;35448175;JOSE FORNER EMEIEF;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515186;Espírito Santo do Pinhal;35020333;CAMILO LELLIS PROFESSOR;Urbana;Estadual;--;--;--;--;--;--
2019;Sudeste;SP;3515186;Espírito Santo do Pinhal;35020345;JUCA LOUREIRO PROFESSOR;Urbana;Estadual;4,7;7,9;3,6;0,0;--;--
2019;Sudeste;SP;3515186;Espírito Santo do Pinhal;35020357;LEME CARDEAL;Urbana;Estadual;2,6;4,8;2,4;0,6;--;--
2019;Sudeste;SP;3515186;Espírito Santo do Pinhal;35020369;CAROLINO DA MOTTA E SILVA DR ETEC;Rural;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515186;Espírito Santo do Pinhal;35020412;ALMEIDA VERGUEIRO DR;Urbana;Estadual;--;--;--;--;--;--
2019;Sudeste;SP;3515186;Espírito Santo do Pinhal;35020424;BENEDITO NASCIMENTO ROSAS PROFESSOR;Urbana;Estadual;3,5;2,0;7,5;0,0;--;--
2019;Sudeste;SP;3515186;Espírito Santo do Pinhal;35020436;BATISTA NOVAIS CORONEL;Urbana;Estadual;1,1;1,1;0,0;2,0;--;--
2019;Sudeste;SP;3515186;Espírito Santo do Pinhal;35041506;ABELARDO CESAR DOUTOR;Urbana;Estadual;--;--;--;--;--;--
2019;Sudeste;SP;3515186;Espírito Santo do Pinhal;35113591;DIVINO ESPIRITO SANTO COLEGIO;Urbana;Privada;--;--;--;--;--;--
2019;Sudeste;SP;3515186;Espírito Santo do Pinhal;35132330;JOAO BAPTISTA ANTONIO TAMASO EMEB;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515186;Espírito Santo do Pinhal;35150915;GENESIS CENTRO EDUCACIONAL;Urbana;Privada;--;--;--;--;--;--
2019;Sudeste;SP;3515186;Espírito Santo do Pinhal;35154180;MEU CAMINHO CENTRO DE EDUCACAO;Urbana;Privada;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515186;Espírito Santo do Pinhal;35158902;PINHALENSE CENTRO EDUCACIONAL;Urbana;Privada;1,9;0,0;5,9;0,0;--;--
2019;Sudeste;SP;3515186;Espírito Santo do Pinhal;35191759;MARIA CRISTINA BELTRAN ESCOLA ENSINO FUNDAMENTAL;Rural;Privada;--;--;--;--;--;--
2019;Sudeste;SP;3515186;Espírito Santo do Pinhal;35276418;IRENE DE OLIVEIRA PEREIRA PROFA EMEB;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515186;Espírito Santo do Pinhal;35276424;MARIA APARECIDA TAMASO GARCIA PROFA EMEB;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515186;Espírito Santo do Pinhal;35645291;JOSE FADINI EMEB;Rural;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515186;Espírito Santo do Pinhal;35905495;EE JOSE DOS REIS PONTES;Urbana;Estadual;--;--;--;--;--;--
2019;Sudeste;SP;3515186;Espírito Santo do Pinhal;35914174;JOANNA DI FELIPPE PROFESSORA;Rural;Estadual;--;--;--;--;--;--
2019;Sudeste;SP;3515194;Espírito Santo do Turvo;35038076;TEREZINHA MARIANO MAGNANI PROFESSORA;Urbana;Estadual;0,7;0,0;0,0;2,6;--;--
2019;Sudeste;SP;3515194;Espírito Santo do Turvo;35240515;ANTONIO GONCALVES DAS NEVES EMEF;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515202;Estrela d'Oeste;35026918;SILVIO MIOTTO;Urbana;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515202;Estrela d'Oeste;35159062;PINGO DE GENTE CENTRO EDUCACIONAL;Urbana;Privada;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515202;Estrela d'Oeste;35276996;FRANCISCO ALVES DE OLIVEIRA EMEF;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515301;Estrela do Norte;35032608;MOACYR TEIXEIRA DOUTOR;Urbana;Estadual;1,0;0,0;3,1;0,0;--;--
2019;Sudeste;SP;3515301;Estrela do Norte;35267806;ANTONIO PADOIM EMEF;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515350;Euclides da Cunha Paulista;35032141;ROSA FRANCISCA MANO;Urbana;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515350;Euclides da Cunha Paulista;35032300;BAIRRO SANTA RITA DO PONTAL;Rural;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515350;Euclides da Cunha Paulista;35074986;KATIA CILENE DA COSTA EMEIF;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515350;Euclides da Cunha Paulista;35218273;LUCIO MONTEIRO DR EMEF;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515350;Euclides da Cunha Paulista;35218285;MARIA ANTONIA Z FERREIRA PROFA EMEIF;Rural;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515350;Euclides da Cunha Paulista;35218297;LIDIA SANAE OYA PROFA EMEIF;Rural;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515350;Euclides da Cunha Paulista;35218303;BAIRRO SANTA RITA DO PONTAL EMEIF;Rural;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515350;Euclides da Cunha Paulista;35908800;PAULO COELHO DA SILVA;Urbana;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515350;Euclides da Cunha Paulista;35909658;LIDIA SANAE OYA;Rural;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515350;Euclides da Cunha Paulista;35918015;MARIA ANTONIA ZANGARINI FERREIRA PROFESSORA;Rural;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515400;Fartura;35034368;JOSE TROMBI MONSENHOR;Urbana;Estadual;2,2;2,2;4,7;0,0;--;--
2019;Sudeste;SP;3515400;Fartura;35034373;MARCOS RIBEIRO CORONEL;Urbana;Estadual;0,4;0,0;1,2;0,0;--;--
2019;Sudeste;SP;3515400;Fartura;35153308;FARTURA COLEGIO EDUCACIONAL DE;Urbana;Privada;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515400;Fartura;35214322;JOAO BATISTA DE OLIVEIRA EMEF;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515400;Fartura;35214334;MIGUEL DE GOES VIEIRA PROFESSOR EMEF;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515509;Fernandópolis;35026797;JOAQUIM ANTONIO PEREIRA;Urbana;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515509;Fernandópolis;35026839;CARLOS BAROZZI;Urbana;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515509;Fernandópolis;35026852;MARIA CONCEICAO APARECIDA BASSO PROFA;Urbana;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515509;Fernandópolis;35026876;ANTONIO TANURI PROFESSOR;Urbana;Estadual;1,7;2,2;3,7;0,0;--;--
2019;Sudeste;SP;3515509;Fernandópolis;35026897;AFONSO CAFARO;Urbana;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515509;Fernandópolis;35026979;SATURNINO LEON ARROYO;Urbana;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515509;Fernandópolis;35026980;LIBERO DE ALMEIDA SILVARES;Urbana;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515509;Fernandópolis;35043023;ARMELINDO FERRARI;Urbana;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515509;Fernandópolis;35047570;FERNANDO BARBOSA LIMA;Urbana;Estadual;0,0;0,0;0,0;0,0;--;--
2019;Sudeste;SP;3515509;Fernandópolis;35096763;ALBERTO SENRA DR EMEF;Urbana;Municipal;--;--;--;--;--;--
2019;Sudeste;SP;3515509;Fernandópolis;35116087;ESCOLA SESI FERNANDOPOLIS;Urbana;Privada;0,0;0,0;0,0;0,0;--;--
